context,donor,projectCode,projectTitle,projectOwner,projectOwnerType,implementingPartner,implementingPartnerType,cluster,activity,startDate,endDate,status,province,district,activityTargetNumber,activityAchievedNumber,activityUnit,familiesTarget,woomenTarget,menTartet,girlsTarget,boysTarget,otherBeneficiariesTarget,families,women,men,girls,boys,otherBeneficiaries,distCode
SRP,ECHO,KPF02,Humanitarian Support to Vulnerable Population,Action Contre la Faim (ACF),INGO,Action Contre la Faim (ACF),INGO,Food Security,Complementary food voucher,1-Dec-13,31-May-14,Ongoing,Khyber Pakhtunkhwa,Kohat,2,2,Voucher booklet distribution,2,2,2,2,6,,2,2,2,2,6,,211
SRP,ECHO,KPF02,Humanitarian Support to Vulnerable Population,Action Contre la Faim (ACF),INGO,Action Contre la Faim (ACF),INGO,Food Security,Kitchen Gardening,1-Dec-13,4-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,8,8,Kitchen Gardening Seedkit and Toolkit,8,3, -   ,3,2,,,3, -   ,3,2,,211
SRP,ECHO,KPF02,Humanitarian Support to Vulnerable Population,Action Contre la Faim (ACF),INGO,Action Contre la Faim (ACF),INGO,Food Security,Cash for Work,1-Dec-13,28-Feb-14,Completed,Khyber Pakhtunkhwa,Kohat,60,60,cash disbursement for CFW activities,60,104,107,97,126,,,104,107,97,126,,211
SRP,ECHO,KPF02,Humanitarian Support to Vulnerable Population,Action Contre la Faim (ACF),INGO,Action Contre la Faim (ACF),INGO,Food Security,Conditional Cash Grant,1-Nov-13,31-Jan-14,Completed,Khyber Pakhtunkhwa,Kohat,44,44,Conditional Cash Grant disbursement for Nutrition session,44,57,28,87,74,,,57,28,87,74,,211
SRP,ECHO,KPF02,Humanitarian Support to Vulnerable Population,Action Contre la Faim (ACF),INGO,Action Contre la Faim (ACF),INGO,Food Security,Complementary food voucher,1-Dec-13,31-May-14,Ongoing,Khyber Pakhtunkhwa,Kohat,7,6,Voucher booklet distribution,7,19,13,27,32,,6,19,13,27,32,,211
SRP,ECHO,KPF02,Humanitarian Support to Vulnerable Population,Action Contre la Faim (ACF),INGO,Action Contre la Faim (ACF),INGO,Food Security,Kitchen Gardening,1-Dec-13,4-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,23,23,Kitchen Gardening Seedkit and Toolkit,23,16,14,22,16,,,16,14,22,16,,211
SRP,ECHO,KPF02,Humanitarian Support to Vulnerable Population,Action Contre la Faim (ACF),INGO,Action Contre la Faim (ACF),INGO,Food Security,Cash for Work,1-Dec-13,28-Feb-14,Completed,Khyber Pakhtunkhwa,Kohat,81,81,cash disbursement for CFW activities,81,111,120,125,146,,,111,120,125,146,,211
SRP,ECHO,KPF02,Humanitarian Support to Vulnerable Population,Action Contre la Faim (ACF),INGO,Action Contre la Faim (ACF),INGO,Food Security,Conditional Cash Grant,1-Nov-13,31-Jan-14,Completed,Khyber Pakhtunkhwa,Kohat,18,18,Conditional Cash Grant disbursement for Nutrition session,18,24,15,24,39,,,24,15,24,39,,211
SRP,ECHO,KPF02,Humanitarian Support to Vulnerable Population,Action Contre la Faim (ACF),INGO,Action Contre la Faim (ACF),INGO,Food Security,Complementary food voucher,1-Dec-13,31-May-14,Ongoing,Khyber Pakhtunkhwa,Kohat,21,13,Voucher booklet distribution,21,35,28,58,64,,13,35,28,58,64,,211
SRP,ECHO,KPF02,Humanitarian Support to Vulnerable Population,Action Contre la Faim (ACF),INGO,Action Contre la Faim (ACF),INGO,Food Security,Kitchen Gardening,1-Dec-13,4-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,10,10,Kitchen Gardening Seedkit and Toolkit,10,16,19,23,18,,,16,19,23,18,,211
SRP,ECHO,KPF02,Humanitarian Support to Vulnerable Population,Action Contre la Faim (ACF),INGO,Action Contre la Faim (ACF),INGO,Food Security,Cash for Work,1-Dec-13,28-Feb-14,Completed,Khyber Pakhtunkhwa,Kohat,48,48,cash disbursement for CFW activities,48,83,92,60,75,,,83,92,60,75,,211
SRP,ECHO,KPF02,Humanitarian Support to Vulnerable Population,Action Contre la Faim (ACF),INGO,Action Contre la Faim (ACF),INGO,Food Security,Conditional Cash Grant,1-Nov-13,31-Jan-14,Completed,Khyber Pakhtunkhwa,Kohat,37,37,Conditional Cash Grant disbursement for Nutrition session,37,53,39,65,69,,,53,39,65,69,,211
SRP,ECHO,KPF02,Humanitarian Support to Vulnerable Population,Action Contre la Faim (ACF),INGO,Action Contre la Faim (ACF),INGO,Food Security,Complementary food voucher,1-Dec-13,31-May-14,Ongoing,Khyber Pakhtunkhwa,Kohat,16,13,Voucher booklet distribution,16,27,22,46,48,,13,27,22,46,48,,211
SRP,ECHO,KPF02,Humanitarian Support to Vulnerable Population,Action Contre la Faim (ACF),INGO,Action Contre la Faim (ACF),INGO,Food Security,Kitchen Gardening,1-Dec-13,4-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,19,19,Kitchen Gardening Seedkit and Toolkit,19,32,27,35,51,,,32,27,35,51,,211
SRP,ECHO,KPF02,Humanitarian Support to Vulnerable Population,Action Contre la Faim (ACF),INGO,Action Contre la Faim (ACF),INGO,Food Security,Cash for Work,1-Dec-13,28-Feb-14,Completed,Khyber Pakhtunkhwa,Kohat,42,42,cash disbursement for CFW activities,42,61,67,56,63,,,61,67,56,63,,211
SRP,ECHO,KPF02,Humanitarian Support to Vulnerable Population,Action Contre la Faim (ACF),INGO,Action Contre la Faim (ACF),INGO,Food Security,Conditional Cash Grant,1-Nov-13,31-Jan-14,Completed,Khyber Pakhtunkhwa,Kohat,19,19,Conditional Cash Grant disbursement for Nutrition session,19,23,22,25,29,,,23,22,25,29,,211
SRP,ECHO,KPF02,Humanitarian Support to Vulnerable Population,Action Contre la Faim (ACF),INGO,Action Contre la Faim (ACF),INGO,Food Security,Complementary food voucher,1-Dec-13,31-May-14,Ongoing,Khyber Pakhtunkhwa,Kohat,8,8,Voucher booklet distribution,8,15,11,29,29,,8,15,11,29,29,,211
SRP,ECHO,KPF02,Humanitarian Support to Vulnerable Population,Action Contre la Faim (ACF),INGO,Action Contre la Faim (ACF),INGO,Food Security,Kitchen Gardening,1-Dec-13,4-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,19,19,Kitchen Gardening Seedkit and Toolkit,19,12,13,17,26,,,12,13,17,26,,211
SRP,ECHO,KPF02,Humanitarian Support to Vulnerable Population,Action Contre la Faim (ACF),INGO,Action Contre la Faim (ACF),INGO,Food Security,Cash for Work,1-Dec-13,28-Feb-14,Completed,Khyber Pakhtunkhwa,Kohat,48,48,cash disbursement for CFW activities,48,77,85,94,96,,,77,85,94,96,,211
SRP,ECHO,KPF02,Humanitarian Support to Vulnerable Population,Action Contre la Faim (ACF),INGO,Action Contre la Faim (ACF),INGO,Food Security,Conditional Cash Grant,1-Nov-13,31-Jan-14,Completed,Khyber Pakhtunkhwa,Kohat,15,15,Conditional Cash Grant disbursement for Nutrition session,15,24,19,33,37,,,24,19,33,37,,211
SRP,ECHO,KPF02,Humanitarian Support to Vulnerable Population,Action Contre la Faim (ACF),INGO,Action Contre la Faim (ACF),INGO,Food Security,Complementary food voucher,1-Dec-13,31-May-14,Ongoing,Khyber Pakhtunkhwa,Kohat,12,8,Voucher booklet distribution,12,20,18,40,32,,8,20,18,40,32,,211
SRP,ECHO,KPF02,Humanitarian Support to Vulnerable Population,Action Contre la Faim (ACF),INGO,Action Contre la Faim (ACF),INGO,Food Security,Kitchen Gardening,1-Dec-13,4-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,19,19,Kitchen Gardening Seedkit and Toolkit,19,34,30,53,54,,,34,30,53,54,,211
SRP,ECHO,KPF02,Humanitarian Support to Vulnerable Population,Action Contre la Faim (ACF),INGO,Action Contre la Faim (ACF),INGO,Food Security,Cash for Work,1-Dec-13,28-Feb-14,Completed,Khyber Pakhtunkhwa,Kohat,85,85,cash disbursement for CFW activities,85,133,141,146,187,,,133,141,146,187,,211
SRP,ECHO,KPF02,Humanitarian Support to Vulnerable Population,Action Contre la Faim (ACF),INGO,Action Contre la Faim (ACF),INGO,Food Security,Conditional Cash Grant,1-Nov-13,31-Jan-14,Completed,Khyber Pakhtunkhwa,Kohat,23,23,Conditional Cash Grant disbursement for Nutrition session,23,40,19,37,49,,,40,19,37,49,,211
SRP,ECHO,KPF02,Humanitarian Support to Vulnerable Population,Action Contre la Faim (ACF),INGO,Action Contre la Faim (ACF),INGO,Food Security,Complementary food voucher,1-Dec-13,31-May-14,Ongoing,Khyber Pakhtunkhwa,Kohat,13,13,Voucher booklet distribution,13,17,14,24,24,,13,17,14,24,24,,211
SRP,ECHO,KPF02,Humanitarian Support to Vulnerable Population,Action Contre la Faim (ACF),INGO,Action Contre la Faim (ACF),INGO,Food Security,Kitchen Gardening,1-Dec-13,4-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,18,18,Kitchen Gardening Seedkit and Toolkit,18,16,18,26,23,,,16,18,26,23,,211
SRP,ECHO,KPF02,Humanitarian Support to Vulnerable Population,Action Contre la Faim (ACF),INGO,Action Contre la Faim (ACF),INGO,Food Security,Cash for Work,1-Dec-13,28-Feb-14,Completed,Khyber Pakhtunkhwa,Kohat,85,85,cash disbursement for CFW activities,85,129,137,142,179,,,129,137,142,179,,211
SRP,ECHO,KPF02,Humanitarian Support to Vulnerable Population,Action Contre la Faim (ACF),INGO,Action Contre la Faim (ACF),INGO,Food Security,Conditional Cash Grant,1-Nov-13,31-Jan-14,Completed,Khyber Pakhtunkhwa,Kohat,39,39,Conditional Cash Grant disbursement for Nutrition session,39,47,40,62,68,,,47,40,62,68,,211
SRP,ECHO,KPF02,Humanitarian Support to Vulnerable Population,Action Contre la Faim (ACF),INGO,Action Contre la Faim (ACF),INGO,Food Security,Complementary food voucher,1-Dec-13,31-May-14,Ongoing,Khyber Pakhtunkhwa,Kohat,9,9,Voucher booklet distribution,9,15,14,26,26,,9,15,14,26,26,,211
SRP,ECHO,KPF02,Humanitarian Support to Vulnerable Population,Action Contre la Faim (ACF),INGO,Action Contre la Faim (ACF),INGO,Food Security,Kitchen Gardening,1-Dec-13,4-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,39,39,Kitchen Gardening Seedkit and Toolkit,39,68,58,111,113,,,68,58,111,113,,211
SRP,ECHO,KPF02,Humanitarian Support to Vulnerable Population,Action Contre la Faim (ACF),INGO,Action Contre la Faim (ACF),INGO,Food Security,Cash for Work,1-Dec-13,28-Feb-14,Completed,Khyber Pakhtunkhwa,Kohat,72,72,cash disbursement for CFW activities,72,111,135,117,114,,,111,135,117,114,,211
SRP,ECHO,KPF02,Humanitarian Support to Vulnerable Population,Action Contre la Faim (ACF),INGO,Action Contre la Faim (ACF),INGO,Food Security,Conditional Cash Grant,1-Nov-13,31-Jan-14,Completed,Khyber Pakhtunkhwa,Kohat,43,43,Conditional Cash Grant disbursement for Nutrition session,43,62,43,52,60,,,62,43,52,60,,211
SRP,ECHO,KPF02,Humanitarian Support to Vulnerable Population,Action Contre la Faim (ACF),INGO,Action Contre la Faim (ACF),INGO,Food Security,Complementary food voucher,1-Dec-13,31-May-14,Ongoing,Khyber Pakhtunkhwa,Kohat,15,12,Voucher booklet distribution,15,18,19,27,27,,12,18,19,27,27,,211
SRP,ECHO,KPF02,Humanitarian Support to Vulnerable Population,Action Contre la Faim (ACF),INGO,Action Contre la Faim (ACF),INGO,Food Security,Kitchen Gardening,1-Dec-13,4-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,5,5,Kitchen Gardening Seedkit and Toolkit,5,3,4,5,7,,,3,4,5,7,,211
SRP,ECHO,KPF02,Humanitarian Support to Vulnerable Population,Action Contre la Faim (ACF),INGO,Action Contre la Faim (ACF),INGO,Food Security,Cash for Work,1-Dec-13,28-Feb-14,Completed,Khyber Pakhtunkhwa,Kohat,81,81,cash disbursement for CFW activities,81,117,122,135,157,,,117,122,135,157,,211
SRP,ECHO,KPF02,Humanitarian Support to Vulnerable Population,Action Contre la Faim (ACF),INGO,Action Contre la Faim (ACF),INGO,Food Security,Conditional Cash Grant,1-Nov-13,31-Jan-14,Completed,Khyber Pakhtunkhwa,Kohat,40,40,Conditional Cash Grant disbursement for Nutrition session,40,54,36,79,74,,,54,36,79,74,,211
SRP,ECHO,KPF02,Humanitarian Support to Vulnerable Population,Action Contre la Faim (ACF),INGO,Action Contre la Faim (ACF),INGO,Food Security,Complementary food voucher,1-Dec-13,31-May-14,Ongoing,Khyber Pakhtunkhwa,Kohat,21,21,Voucher booklet distribution,21,45,32,80,66,,21,45,32,80,66,,211
SRP,ECHO,KPF02,Humanitarian Support to Vulnerable Population,Action Contre la Faim (ACF),INGO,Action Contre la Faim (ACF),INGO,Food Security,Kitchen Gardening,1-Dec-13,4-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,22,22,Kitchen Gardening Seedkit and Toolkit,22,9,8,17,17,,,9,8,17,17,,211
SRP,ECHO,KPF02,Humanitarian Support to Vulnerable Population,Action Contre la Faim (ACF),INGO,Action Contre la Faim (ACF),INGO,Food Security,Cash for Work,1-Dec-13,28-Feb-14,Completed,Khyber Pakhtunkhwa,Kohat,67,67,cash disbursement for CFW activities,67,116,119,113,128,,,116,119,113,128,,211
SRP,ECHO,KPF02,Humanitarian Support to Vulnerable Population,Action Contre la Faim (ACF),INGO,Action Contre la Faim (ACF),INGO,Food Security,Conditional Cash Grant,1-Nov-13,31-Jan-14,Completed,Khyber Pakhtunkhwa,Kohat,17,17,Conditional Cash Grant disbursement for Nutrition session,17,28,17,24,25,,,28,17,24,25,,211
SRP,ECHO,KPF02,Humanitarian Support to Vulnerable Population,Action Contre la Faim (ACF),INGO,Action Contre la Faim (ACF),INGO,Food Security,Complementary food voucher,1-Dec-13,31-May-14,Ongoing,Khyber Pakhtunkhwa,Kohat,19,19,Voucher booklet distribution,19,28,24,34,44,,19,28,24,34,44,,211
SRP,ECHO,KPF02,Humanitarian Support to Vulnerable Population,Action Contre la Faim (ACF),INGO,Action Contre la Faim (ACF),INGO,Food Security,Kitchen Gardening,1-Dec-13,4-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,11,11,Kitchen Gardening Seedkit and Toolkit,11,16,19,26,24,,,16,19,26,24,,211
SRP,ECHO,KPF02,Humanitarian Support to Vulnerable Population,Action Contre la Faim (ACF),INGO,Action Contre la Faim (ACF),INGO,Food Security,Cash for Work,1-Dec-13,28-Feb-14,Completed,Khyber Pakhtunkhwa,Kohat,31,31,cash disbursement for CFW activities,31,56,56,68,66,,,56,56,68,66,,211
SRP,ECHO,KPF02,Humanitarian Support to Vulnerable Population,Action Contre la Faim (ACF),INGO,Action Contre la Faim (ACF),INGO,Food Security,Conditional Cash Grant,1-Nov-13,31-Jan-14,Completed,Khyber Pakhtunkhwa,Kohat,8,8,Conditional Cash Grant disbursement for Nutrition session,8,12,11,14,12,,,12,11,14,12,,211
SRP,ECHO,KPF02,Humanitarian Support to Vulnerable Population,Action Contre la Faim (ACF),INGO,Action Contre la Faim (ACF),INGO,Food Security,Complementary food voucher,1-Dec-13,31-May-14,Ongoing,Khyber Pakhtunkhwa,Kohat,13,13,Voucher booklet distribution,13,16,13,38,22,,13,16,13,38,22,,211
SRP,ECHO,KPF02,Humanitarian Support to Vulnerable Population,Action Contre la Faim (ACF),INGO,Action Contre la Faim (ACF),INGO,Food Security,Kitchen Gardening,1-Dec-13,4-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,11,11,Kitchen Gardening Seedkit and Toolkit,11,17,16,13,16,,,17,16,13,16,,211
SRP,ECHO,KPF02,Humanitarian Support to Vulnerable Population,Action Contre la Faim (ACF),INGO,Action Contre la Faim (ACF),INGO,Food Security,Cash for Work,1-Dec-13,28-Feb-14,Completed,Khyber Pakhtunkhwa,Kohat,54,54,cash disbursement for CFW activities,54,94,102,87,84,,,94,102,87,84,,211
SRP,ECHO,KPF02,Humanitarian Support to Vulnerable Population,Action Contre la Faim (ACF),INGO,Action Contre la Faim (ACF),INGO,Food Security,Conditional Cash Grant,1-Nov-13,31-Jan-14,Completed,Khyber Pakhtunkhwa,Kohat,29,29,Conditional Cash Grant disbursement for Nutrition session,29,43,25,34,32,,,43,25,34,32,,211
SRP,ECHO,KPF02,Humanitarian Support to Vulnerable Population,Action Contre la Faim (ACF),INGO,Action Contre la Faim (ACF),INGO,Food Security,Complementary food voucher,1-Dec-13,31-May-14,Ongoing,Khyber Pakhtunkhwa,Kohat,29,29,Voucher booklet distribution,29,28,24,34,44,,29,28,24,34,44,,211
SRP,ECHO,KPF02,Humanitarian Support to Vulnerable Population,Action Contre la Faim (ACF),INGO,Action Contre la Faim (ACF),INGO,Food Security,Kitchen Gardening,1-Dec-13,4-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,8,8,Kitchen Gardening Seedkit and Toolkit,8,13,8,16,10,,,13,8,16,10,,211
SRP,ECHO,KPF02,Humanitarian Support to Vulnerable Population,Action Contre la Faim (ACF),INGO,Action Contre la Faim (ACF),INGO,Food Security,Cash for Work,1-Dec-13,28-Feb-14,Completed,Khyber Pakhtunkhwa,Kohat,58,58,cash disbursement for CFW activities,58,99,104,91,117,,,99,104,91,117,,211
SRP,ECHO,KPF02,Humanitarian Support to Vulnerable Population,Action Contre la Faim (ACF),INGO,Action Contre la Faim (ACF),INGO,Food Security,Conditional Cash Grant,1-Nov-13,31-Jan-14,Completed,Khyber Pakhtunkhwa,Kohat,47,47,Conditional Cash Grant disbursement for Nutrition session,47,68,35,39,52,,,68,35,39,52,,211
SRP,ECHO,KPF02,Humanitarian Support to Vulnerable Population,Action Contre la Faim (ACF),INGO,Action Contre la Faim (ACF),INGO,Food Security,Complementary food voucher,1-Dec-13,31-May-14,Ongoing,Khyber Pakhtunkhwa,Kohat,44,44,Voucher booklet distribution,44,40,32,71,58,,44,40,32,71,58,,211
SRP,ECHO,KPF02,Humanitarian Support to Vulnerable Population,Action Contre la Faim (ACF),INGO,Action Contre la Faim (ACF),INGO,Food Security,Kitchen Gardening,1-Dec-13,4-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,30,30,Kitchen Gardening Seedkit and Toolkit,30,41,37,35,56,,,41,37,35,56,,211
SRP,ECHO,KPF02,Humanitarian Support to Vulnerable Population,Action Contre la Faim (ACF),INGO,Action Contre la Faim (ACF),INGO,Food Security,Cash for Work,1-Dec-13,28-Feb-14,Completed,Khyber Pakhtunkhwa,Kohat,82,82,cash disbursement for CFW activities,82,135,158,154,178,,,135,158,154,178,,211
SRP,ECHO,KPF02,Humanitarian Support to Vulnerable Population,Action Contre la Faim (ACF),INGO,Action Contre la Faim (ACF),INGO,Food Security,Conditional Cash Grant,1-Nov-13,31-Jan-14,Completed,Khyber Pakhtunkhwa,Kohat,27,27,Conditional Cash Grant disbursement for Nutrition session,27,42,18,41,54,,,42,18,41,54,,211
SRP,ECHO,KPF02,Humanitarian Support to Vulnerable Population,Action Contre la Faim (ACF),INGO,Action Contre la Faim (ACF),INGO,Food Security,Complementary food voucher,1-Dec-13,31-May-14,Ongoing,Khyber Pakhtunkhwa,Kohat,15,14,Voucher booklet distribution,15,11,9,25,25,,14,11,9,25,25,,211
SRP,ECHO,KPF02,Humanitarian Support to Vulnerable Population,Action Contre la Faim (ACF),INGO,Action Contre la Faim (ACF),INGO,Food Security,Kitchen Gardening,1-Dec-13,4-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,28,28,Kitchen Gardening Seedkit and Toolkit,28,52,53,71,50,,,52,53,71,50,,211
SRP,ECHO,KPF02,Humanitarian Support to Vulnerable Population,Action Contre la Faim (ACF),INGO,Action Contre la Faim (ACF),INGO,Food Security,Cash for Work,1-Dec-13,28-Feb-14,Completed,Khyber Pakhtunkhwa,Kohat,53,53,cash disbursement for CFW activities,53,115,131,76,81,,,115,131,76,81,,211
SRP,ECHO,KPF02,Humanitarian Support to Vulnerable Population,Action Contre la Faim (ACF),INGO,Action Contre la Faim (ACF),INGO,Food Security,Conditional Cash Grant,1-Nov-13,31-Jan-14,Completed,Khyber Pakhtunkhwa,Kohat,46,46,Conditional Cash Grant disbursement for Nutrition session,46,63,45,64,69,,,63,45,64,69,,211
SRP,ECHO,KPF02,Humanitarian Support to Vulnerable Population,Action Contre la Faim (ACF),INGO,Action Contre la Faim (ACF),INGO,Food Security,Complementary food voucher,1-Dec-13,31-May-14,Ongoing,Khyber Pakhtunkhwa,Kohat,39,38,Voucher booklet distribution,39,65,48,71,77,,38,65,48,71,77,,211
SRP,ECHO,KPF02,Humanitarian Support to Vulnerable Population,Action Contre la Faim (ACF),INGO,Action Contre la Faim (ACF),INGO,Food Security,Kitchen Gardening,1-Dec-13,4-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,33,33,Kitchen Gardening Seedkit and Toolkit,33,67,71,72,67,,,67,71,72,67,,211
SRP,ECHO,KPF02,Humanitarian Support to Vulnerable Population,Action Contre la Faim (ACF),INGO,Action Contre la Faim (ACF),INGO,Food Security,Cash for Work,1-Dec-13,28-Feb-14,Completed,Khyber Pakhtunkhwa,Kohat,31,31,cash disbursement for CFW activities,31,52,61,51,60,,,52,61,51,60,,211
SRP,ECHO,KPF02,Humanitarian Support to Vulnerable Population,Action Contre la Faim (ACF),INGO,Action Contre la Faim (ACF),INGO,Food Security,Conditional Cash Grant,1-Nov-13,31-Jan-14,Completed,Khyber Pakhtunkhwa,Kohat,27,27,Conditional Cash Grant disbursement for Nutrition session,27,48,24,38,28,,,48,24,38,28,,211
SRP,ECHO,KPF02,Humanitarian Support to Vulnerable Population,Action Contre la Faim (ACF),INGO,Action Contre la Faim (ACF),INGO,Food Security,Complementary food voucher,1-Dec-13,31-May-14,Ongoing,Khyber Pakhtunkhwa,Kohat,33,30,Voucher booklet distribution,33,43,36,55,64,,30,43,36,55,64,,211
SRP,ECHO,KPF02,Humanitarian Support to Vulnerable Population,Action Contre la Faim (ACF),INGO,Action Contre la Faim (ACF),INGO,Food Security,Kitchen Gardening,1-Dec-13,4-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,25,25,Kitchen Gardening Seedkit and Toolkit,25,34,27,46,36,,,34,27,46,36,,211
SRP,ECHO,KPF02,Humanitarian Support to Vulnerable Population,Action Contre la Faim (ACF),INGO,Action Contre la Faim (ACF),INGO,Food Security,Kitchen Gardening,1-Dec-13,28-Feb-14,Completed,Khyber Pakhtunkhwa,Hangu,52,52,Kitchen Gardening Seedkit and Toolkit,52,112,126,68,95,,,112,126,68,95,,208
SRP,ECHO,KPF02,Humanitarian Support to Vulnerable Population,Action Contre la Faim (ACF),INGO,Action Contre la Faim (ACF),INGO,Food Security,Kitchen Gardening,1-Nov-13,31-Jan-14,Completed,Khyber Pakhtunkhwa,Hangu,71,71,Kitchen Gardening Seedkit and Toolkit,71,71,86,102,156,,,71,86,102,156,,208
SRP,ECHO,KPF02,Humanitarian Support to Vulnerable Population,Action Contre la Faim (ACF),INGO,Action Contre la Faim (ACF),INGO,Food Security,Kitchen Gardening,1-Dec-13,4-Mar-14,Completed,Khyber Pakhtunkhwa,Hangu,77,77,Kitchen Gardening Seedkit and Toolkit,77,60,78,101,140,,,60,78,101,140,,208
SRP,Aus Aid ,3690001,IDP Livelihoods and Youth Development Project,Save the Children,INGO,Save the Children,INGO,Food Security,CCG,1-Jan-14,31-Mar-14,Completed,Khyber Pakhtunkhwa,PESHAWAR,47,47,CASH GRANT,47,73,77,78,105,7,47,73,77,78,105,7,219
SRP,Aus Aid ,3690001,IDP Livelihoods and Youth Development Project,Save the Children,INGO,Save the Children,INGO,Food Security,CCG,1-Jan-14,31-Mar-14,Completed,Khyber Pakhtunkhwa,PESHAWAR,13,13,CASH GRANT,13,16,14,27,34,4,13,16,14,27,34,4,219
SRP,Aus Aid ,3690001,IDP Livelihoods and Youth Development Project,Save the Children,INGO,Save the Children,INGO,Food Security,CCG,1-Jan-14,31-Mar-14,Completed,Khyber Pakhtunkhwa,PESHAWAR,1,1,CASH GRANT,1,2,2,3,5,1,1,2,2,3,5,1,219
SRP,Aus Aid ,3690001,IDP Livelihoods and Youth Development Project,Save the Children,INGO,Save the Children,INGO,Food Security,CCG,1-Jan-14,31-Mar-14,Completed,Khyber Pakhtunkhwa,PESHAWAR,1,1,CASH GRANT,1,1,1, -   ,3, -   ,1,1,1, -   ,3, -   ,219
SRP,Aus Aid ,3690001,IDP Livelihoods and Youth Development Project,Save the Children,INGO,Save the Children,INGO,Food Security,CCG,1-Jan-14,31-Mar-14,Completed,Khyber Pakhtunkhwa,PESHAWAR,2,2,CASH GRANT,2,3,3,5,6, -   ,2,3,3,5,6, -   ,219
SRP,Aus Aid ,3690001,IDP Livelihoods and Youth Development Project,Save the Children,INGO,Save the Children,INGO,Food Security,CCG,1-Jan-14,31-Mar-14,Completed,Khyber Pakhtunkhwa,PESHAWAR,11,11,CASH GRANT,11,14,13,27,28, -   ,11,14,13,27,28, -   ,219
SRP,Aus Aid ,3690001,IDP Livelihoods and Youth Development Project,Save the Children,INGO,Save the Children,INGO,Food Security,CCG,1-Jan-14,31-Mar-14,Completed,Khyber Pakhtunkhwa,PESHAWAR,58,58,CASH GRANT,58,76,72,114,128,3,58,76,72,114,128,3,219
SRP,Aus Aid ,3690001,IDP Livelihoods and Youth Development Project,Save the Children,INGO,Save the Children,INGO,Food Security,CCG,1-Jan-14,31-Mar-14,Completed,Khyber Pakhtunkhwa,PESHAWAR,53,53,CASH GRANT,53,65,64,105,109,2,53,65,64,105,109,2,219
SRP,Aus Aid ,3690001,IDP Livelihoods and Youth Development Project,Save the Children,INGO,Save the Children,INGO,Food Security,CCG,1-Jan-14,31-Mar-14,Completed,Khyber Pakhtunkhwa,PESHAWAR,19,19,CASH GRANT,19,28,28,34,48, -   ,19,28,28,34,48, -   ,219
SRP,Aus Aid ,3690001,IDP Livelihoods and Youth Development Project,Save the Children,INGO,Save the Children,INGO,Food Security,CCG,1-Jan-14,31-Mar-14,Completed,Khyber Pakhtunkhwa,PESHAWAR,1,1,CASH GRANT,1,2,2, -   ,2, -   ,1,2,2, -   ,2, -   ,219
SRP,Aus Aid ,3690001,IDP Livelihoods and Youth Development Project,Save the Children,INGO,Save the Children,INGO,Food Security,CCG,1-Jan-14,31-Mar-14,Completed,Khyber Pakhtunkhwa,PESHAWAR,1,1,CASH GRANT,1,1, -   ,1,1, -   ,1,1, -   ,1,1, -   ,219
SRP,Aus Aid ,3690001,IDP Livelihoods and Youth Development Project,Save the Children,INGO,Save the Children,INGO,Food Security,CCG,1-Jan-14,31-Mar-14,Completed,Khyber Pakhtunkhwa,PESHAWAR,16,16,CASH GRANT,16,25,23,33,27,9,16,25,23,33,27,9,219
SRP,Aus Aid ,3690001,IDP Livelihoods and Youth Development Project,Save the Children,INGO,Save the Children,INGO,Food Security,CCG,1-Jan-14,31-Mar-14,Completed,Khyber Pakhtunkhwa,PESHAWAR,37,37,CASH GRANT,37,59,62,74,91,8,37,59,62,74,91,8,219
SRP,Aus Aid ,3690001,IDP Livelihoods and Youth Development Project,Save the Children,INGO,Save the Children,INGO,Food Security,CCG,1-Jan-14,31-Mar-14,Completed,Khyber Pakhtunkhwa,PESHAWAR,1,1,CASH GRANT,1,2,2,3,2,3,1,2,2,3,2,3,219
SRP,Aus Aid ,3690001,IDP Livelihoods and Youth Development Project,Save the Children,INGO,Save the Children,INGO,Food Security,CCG,1-Jan-14,31-Mar-14,Completed,Khyber Pakhtunkhwa,PESHAWAR,1,1,CASH GRANT,1,1,1,2, -   , -   ,1,1,1,2, -   , -   ,219
